VideoID,VideoLink,ChannelID,ChannelName,ChannelType,VideoTitle,Likes,Subscribers,Views,PublishTime,Duration,Comments
x6rOTI1cqIg,https://www.youtube.com/watch?v=x6rOTI1cqIg,UC7AF-NDKwnSsuLWCbhAm4uQ,HVCN Bưu Chính Viễn Thông - Đại Học Từ Xa PTIT,Personal,Những câu nói tạo động lực của sinh viên Harvard,13,42,1077,2026-04-20T08:34:38Z,30S,0
hhxNebSgi6Q,https://www.youtube.com/watch?v=hhxNebSgi6Q,UC5G6sioahcPkgK1admvihOA,Rosa Drama Studio,Organization,被活埋的18歲農村女孩竟然是豪門的真千金，慘死後她將靈魂獻祭給惡魔歸來複仇，將自己所受的痛苦百倍奉還！#爽劇 #家庭倫理,330,41100,22524,2026-04-19T13:30:46Z,1H44M55S,14
_cfuy2JHYM0,https://www.youtube.com/watch?v=_cfuy2JHYM0,UCsuR30z1rzuX3pEu22sDMqA,Vua Phim,Personal,Chiến Thần Đi Đốn Củi Vô Tình Cứu Nữ Tổng Tài Bị Truy Sát Liền Được Cô Hỏi Cưới Cho Thừa Kế Tài Sản,135,2440000,30711,2026-04-16T04:09:08Z,1H59M56S,17
ek3TkjCNONY,https://www.youtube.com/watch?v=ek3TkjCNONY,UCUoLkHKKSQkjJah-SibHWMQ,Pháp Luật Xã Hội,Personal,Bác tài xe buýt có tâm quá 😍 #giaothong #vanhoagiaothong #xebuyt #xebus #viectot,5252,971000,282102,2026-04-21T00:15:02Z,28S,194
h9DD6NnzATg,https://www.youtube.com/watch?v=h9DD6NnzATg,UCNGGlhrhaBx2mKhOAdBMPIg,Tâm Lý Học Cùng Bạn,Personal,"Tâm lý học hé lộ bí mật đằng sau những giấc mơ lạ, bạn có tin vào điềm báo phong thủy?",1,350,231,2026-04-22T02:57:59Z,9S,0
dUzpj7Ds9bI,https://www.youtube.com/watch?v=dUzpj7Ds9bI,UCNGGlhrhaBx2mKhOAdBMPIg,Tâm Lý Học Cùng Bạn,Personal,"Tâm lý học hé lộ bí mật đằng sau những giấc mơ lạ, bạn có tin vào điềm báo phong thủy?",0,350,175,2026-04-22T02:57:07Z,9S,0
k_JQut9fmJM,https://www.youtube.com/watch?v=k_JQut9fmJM,UC7AF-NDKwnSsuLWCbhAm4uQ,HVCN Bưu Chính Viễn Thông - Đại Học Từ Xa PTIT,Personal,👩‍🎓Tìm hiểu về ngành Quản trị kinh doanh,0,42,373,2026-04-20T04:52:30Z,33S,0
7BL3MLMHwVo,https://www.youtube.com/watch?v=7BL3MLMHwVo,UCNGGlhrhaBx2mKhOAdBMPIg,Tâm Lý Học Cùng Bạn,Personal,"Tâm lý học hé lộ bí mật đằng sau những giấc mơ lạ, bạn có tin vào điềm báo phong thủy?",5,350,878,2026-04-22T02:58:25Z,9S,0
OTkM7288f-0,https://www.youtube.com/watch?v=OTkM7288f-0,UCGqxetpW5iGxixa8SWt21Bw,Tâm Linh Cổ Nhân,Personal,Những bí mật tâm linh cổ nhân để lại mà khoa học hiện đại vẫn chưa thể nào giải mã được,5,65,2406,2026-04-22T00:22:36Z,7S,1
RoDo1uIecUY,https://www.youtube.com/watch?v=RoDo1uIecUY,UCNGGlhrhaBx2mKhOAdBMPIg,Tâm Lý Học Cùng Bạn,Personal,"Tâm lý học hé lộ bí mật đằng sau những giấc mơ lạ, bạn có tin vào điềm báo phong thủy?",25,350,4029,2026-04-20T02:57:33Z,9S,0
gtuPEkkEajA,https://www.youtube.com/watch?v=gtuPEkkEajA,UC7EYRP--kBfvu1y84p2sFcA,Yotu Review,Personal,Tiếng lòng: xuyên không thành Vương Phi xấu xí trong lòng nghĩ bậy bị vương gia nghe lén và cái kết,617,320000,37184,2025-12-18T19:46:45Z,5S,41
B8LA522sT2g,https://www.youtube.com/watch?v=B8LA522sT2g,UCNGGlhrhaBx2mKhOAdBMPIg,Tâm Lý Học Cùng Bạn,Personal,"Tâm lý học hé lộ bí mật đằng sau những giấc mơ lạ, bạn có tin vào điềm báo phong thủy?",0,350,7,2026-04-21T02:58:32Z,9S,0
cFr9d1825DE,https://www.youtube.com/watch?v=cFr9d1825DE,UCNGGlhrhaBx2mKhOAdBMPIg,Tâm Lý Học Cùng Bạn,Personal,"Tâm lý học hé lộ bí mật đằng sau những giấc mơ lạ, bạn có tin vào điềm báo phong thủy?",5,350,1108,2026-04-21T02:58:07Z,9S,2
elGfuvVrRfI,https://www.youtube.com/watch?v=elGfuvVrRfI,UCNGGlhrhaBx2mKhOAdBMPIg,Tâm Lý Học Cùng Bạn,Personal,"Tâm lý học hé lộ bí mật đằng sau những giấc mơ lạ, bạn có tin vào điềm báo phong thủy?",3,350,359,2026-04-21T02:57:16Z,9S,0
cPHy2WO-J3g,https://www.youtube.com/watch?v=cPHy2WO-J3g,UCNGGlhrhaBx2mKhOAdBMPIg,Tâm Lý Học Cùng Bạn,Personal,"Tâm lý học hé lộ bí mật đằng sau những giấc mơ lạ, bạn có tin vào điềm báo phong thủy?",0,350,27,2026-04-20T02:58:24Z,9S,0
PTVgQ1b-_3E,https://www.youtube.com/watch?v=PTVgQ1b-_3E,UCNGGlhrhaBx2mKhOAdBMPIg,Tâm Lý Học Cùng Bạn,Personal,"Tâm lý học hé lộ bí mật đằng sau những giấc mơ lạ, bạn có tin vào điềm báo phong thủy?",3,350,515,2026-04-21T02:56:50Z,9S,0
TZr52GgAE3M,https://www.youtube.com/watch?v=TZr52GgAE3M,UCNGGlhrhaBx2mKhOAdBMPIg,Tâm Lý Học Cùng Bạn,Personal,"Tâm lý học hé lộ bí mật đằng sau những giấc mơ lạ, bạn có tin vào điềm báo phong thủy?",1,350,667,2026-04-22T02:57:33Z,9S,0
Xa9CmWPlY7Y,https://www.youtube.com/watch?v=Xa9CmWPlY7Y,UCNGGlhrhaBx2mKhOAdBMPIg,Tâm Lý Học Cùng Bạn,Personal,"Tâm lý học hé lộ bí mật đằng sau những giấc mơ lạ, bạn có tin vào điềm báo phong thủy?",0,350,10,2026-04-22T02:56:40Z,9S,0
PQ6z3uHD0Fw,https://www.youtube.com/watch?v=PQ6z3uHD0Fw,UCjfgqsnFAr8aU_t3El1JSsQ,Tâm Lý Chân Thật,Personal,"Tâm lý học hé lộ bí mật đằng sau những hành động khó hiểu của con người, bạn có nhận ra?",7,432,1281,2026-04-22T02:57:07Z,9S,0
_VsAiPBLNdw,https://www.youtube.com/watch?v=_VsAiPBLNdw,UCU-23S0J72E4RJmu-DyMlow,LĂNG KÍNH XÃ HỘI,Personal,"TBT, CTN TÔ LÂM I QUAN HỆ VIỆT NAM - TRUNG QUỐC KHÔNG NGỪNG VƯỢT SÓNG, VƯƠN XA #viral",8,27000,1032,2026-04-22T09:00:51Z,37S,0
6DWa3H948LE,https://www.youtube.com/watch?v=6DWa3H948LE,UCWHGD1C9gqS-TEZ1s1bwvzg,Phan Vietsub,Personal,Tôi Là Siêu Cấp Tiểu Thần Y Long Phi Báo Thù | Full Bộ | Phan VietSub,19,43000,1423,2026-04-20T04:05:00Z,3H5M36S,3
rIu2ccMEXrk,https://www.youtube.com/watch?v=rIu2ccMEXrk,UC7EYRP--kBfvu1y84p2sFcA,Yotu Review,Personal,2 tỷ muội trùng sinh về ngày nhận nuôi: em gái giành vào nhà giàu và cái kết đắng lòng,1958,320000,142572,2025-08-14T23:07:16Z,5S,112
H_asQy7g87s,https://www.youtube.com/watch?v=H_asQy7g87s,UC7EYRP--kBfvu1y84p2sFcA,Yotu Review,Personal,Tiếng lòng: Trùng sinh có hệ thống chỉnh sửa tiếng lòng giả thiên kim khiến ả vào viện tâm thần,2015,320000,173169,2025-11-26T10:38:05Z,5S,116
uSRe58RmsBY,https://www.youtube.com/watch?v=uSRe58RmsBY,UCaslXjqgxjchIXkX-RkwpcA,Thinh Zuka Play ,Personal,UPDATE CÁCH MỞ KHOÁ 6 CHIÊU MỚI NGẮT NGỌT SIÊU MẠNH TRONG CÂU CÁ VẠN CÂN #caucavancan #thinhzukaplay,11030,344000,262821,2026-04-17T12:09:51Z,1M41S,1395
1o4TKNk7l8w,https://www.youtube.com/watch?v=1o4TKNk7l8w,UClOMHp76zB3wHcKGYxTRWFA,Bee Comm Network,Personal,Con không có bố mẹ thì đi làm xa nên không ở cùng con #beecommnetwork #maiamgiadinhviet #shorts,22,289000,2506,2026-04-18T04:30:01Z,1M29S,0
QTNfhI0UXIE,https://www.youtube.com/watch?v=QTNfhI0UXIE,UC4liCeqBKBWsLN3A7jcL45Q,Bình an theo cổ nhân,Personal,Giáo Dục Từ Cổ Nhân: Bí Quyết Đơn Giản Để Cuộc Sống Luôn Tràn Đầy Bình An Và May Mắn,12,235,2500,2026-04-20T12:35:31Z,9S,0
fNFCrGS2jJk,https://www.youtube.com/watch?v=fNFCrGS2jJk,UCrtI2ZrMATDhxQo60-f8iSQ,Thân-Tâm-Tuệ Khỏe,Personal,"Cổ nhân dạy cách giữ Thân - Tâm - Tuệ luôn khỏe mạnh, câu văn hay bạn nên biết",13,813,4603,2026-04-19T11:53:01Z,9S,1
1hCAzOXFjGs,https://www.youtube.com/watch?v=1hCAzOXFjGs,UCrIBNb-NXZjR6Rv4z3_xdig,Học Làm Người Tốt,Personal,PHIM PHẬT GIÁO: ĐẠI ĐƯỜNG HUYỀN TRANG | HÀNH TRÌNH THỈNH KINH CÓ THẬT  |  Tập 3,24,22300,840,2026-04-21T11:30:04Z,56S,0
y1FlUgSXooI,https://www.youtube.com/watch?v=y1FlUgSXooI,UCrtI2ZrMATDhxQo60-f8iSQ,Thân-Tâm-Tuệ Khỏe,Personal,"Cổ nhân dạy cách giữ Thân - Tâm - Tuệ luôn khỏe mạnh, câu văn hay bạn nên biết",9,813,4467,2026-04-18T11:51:44Z,9S,0
q7Y5Isy-SF8,https://www.youtube.com/watch?v=q7Y5Isy-SF8,UCwYDa8ZYbQImv-Lmde9bKCw,Ứng Xử Hay Giữa Đời Thường,Personal,Đừng bỏ lỡ: Những cách ứng xử hay giữa đời thường khiến ai cũng phải nể phục và yêu mến bạn,120,2950,51122,2026-04-15T04:30:17Z,9S,5
SMMA35J_yRg,https://www.youtube.com/watch?v=SMMA35J_yRg,UCUyfp1CcXNWI9RfOLMxzbkA,An Nhiên Thịnh Vượng,Personal,An Nhiên Thịnh Vượng: Bí Mật Đằng Sau Cuộc Sống Bình Yên Và Giàu Có Mà Ai Cũng Muốn Biết,116,369,60175,2026-04-17T00:22:57Z,9S,3
z-7CIRYia7I,https://www.youtube.com/watch?v=z-7CIRYia7I,UCOKHC84ymGjoOBfbV3aHL4g,Hiểu Cơ Thể Đúng Cách,Personal,"BÍ KÍP ""CẢI LÃO HOÀN ĐỒNG"" CHO XƯƠNG KHỚP CÙNG BIỆT ĐỘI CANXI!",3,229,663,2026-04-21T08:52:21Z,33S,0
Ln1hzcTa8L8,https://www.youtube.com/watch?v=Ln1hzcTa8L8,UCRfP83WkOxHONJAFtHxDjfg,YouTube Movies,Personal,Tales from the Royal Wardrobe,108,0,0,2015-05-21T00:31:29Z,54M18S,7
dL1vRNUb-Ig,https://www.youtube.com/watch?v=dL1vRNUb-Ig,UC6cMF9-XI2mFfs0yt7TzUtA,Cổ Nhân Kể Chuyện ,Personal,"""Cổ Nhân Dạy "" : Bí mật triết lý xã hội giúp bạn thức tỉnh và làm chủ cuộc đời mình năm 2026 !",13,1430,5389,2026-04-19T12:47:46Z,9S,0
wyn0nWbtzOg,https://www.youtube.com/watch?v=wyn0nWbtzOg,UCUyfp1CcXNWI9RfOLMxzbkA,An Nhiên Thịnh Vượng,Personal,An Nhiên Thịnh Vượng: Bí Mật Đằng Sau Cuộc Sống Bình Yên Và Giàu Có Mà Ai Cũng Muốn Biết,4,369,1327,2026-04-21T00:51:30Z,9S,0
sw-EjFXIKZ0,https://www.youtube.com/watch?v=sw-EjFXIKZ0,UCnvYEn_RlKVlqe3xyUsTwfQ,WOW CHANNEL TV,Organization,Tình Quê Chân Chất: Lời Hứa Thủy Chung Giữa Nhịp Sống Thị Thành | WOW Healing (AI Assisted),145,278000,20601,2026-03-24T02:09:08Z,1M,6
nmHlBHsU-E4,https://www.youtube.com/watch?v=nmHlBHsU-E4,UCkNJeA7YemmRDdQ22lAYxvQ,Đẹp Bền Vững – Sống An Lành,Personal,Bí Quyết Sống An Lành Và Hạnh Phúc,2,681,719,2026-04-17T05:04:49Z,9S,0
a0ZW8fOD5SY,https://www.youtube.com/watch?v=a0ZW8fOD5SY,UCWkj15CO56klWj9LvkiDglg,Con Chào Mào,Personal,Chủ nghĩa xã hội khoa học buổi 5,298,3630,79480,2022-06-13T04:52:27Z,1H32M24S,76
aICCyBZeV5o,https://www.youtube.com/watch?v=aICCyBZeV5o,UCtt5skvCp8B5oxuVY4FLExg,Đại học Kinh tế Quốc dân - Hệ đào tạo từ xa,Personal,Bằng Đại học của hệ đào tạo từ xa sẽ NTN?,207,392,47714,2023-04-23T06:37:43Z,48S,53
B5-Gp5qehuQ,https://www.youtube.com/watch?v=B5-Gp5qehuQ,UCVq-RHPPVKRfkPseA3-Sl2Q,Người quan sát học đường,Personal,học ĐẠI HỌC khác CẤP 3 như thế nào #daihoc #nguoiquansathocduong#thptquocgia #daihoc,27725,10300,598707,2024-06-03T06:01:23Z,1M,229
z5hoy4lXy6A,https://www.youtube.com/watch?v=z5hoy4lXy6A,UCbHH1bG2rUiy8Uw3Vx_22xA,ĐẠI HỌC ONLINE - Học Trực Tuyến ELearning,Personal,Đại học Online và những điều bạn cần biết,2,98,277,2020-11-20T14:12:01Z,1M57S,0
kgB0WasGt-4,https://www.youtube.com/watch?v=kgB0WasGt-4,UCWkj15CO56klWj9LvkiDglg,Con Chào Mào,Personal,Chủ nghĩa xã hội khoa học buổi 2,16,3630,4432,2022-05-28T02:12:40Z,1H38M24S,0
zRvn-sUyuyE,https://www.youtube.com/watch?v=zRvn-sUyuyE,UC_rN4kp-N61JGgZQkpXahww,MEDIA ELO,Organization,HƯỚNG DẪN HỌC TRỰC TUYẾN 2026,3,1840,48,2026-04-10T06:52:54Z,3M19S,0
JGYF-fUMGx4,https://www.youtube.com/watch?v=JGYF-fUMGx4,UCWkj15CO56klWj9LvkiDglg,Con Chào Mào,Personal,Triết học online buổi 2,3027,3630,502169,2021-02-04T09:04:42Z,36M18S,629
che88-iG028,https://www.youtube.com/watch?v=che88-iG028,UCCv9Vriz2tOkRXHODaFZI9Q,Giáo Dục Trực Tuyến EduOn,Personal,Học Đại Học Online Thi Như Thế Nào? - Giáo Dục Trực Tuyến EduOn,22,80,1621,2023-06-15T14:19:36Z,29S,0
BAggsXgUHpU,https://www.youtube.com/watch?v=BAggsXgUHpU,UCRdD55JrlRDzHeec3bKrH4g,VOA Tiếng Việt,Personal,Tìm hiểu về các đại học online và các chương trình ‘du học online’ | VOA Tiếng Việt,130,1750000,4859,2024-04-23T04:54:37Z,44M20S,2
1VvixYnV5Kw,https://www.youtube.com/watch?v=1VvixYnV5Kw,UCabsTV34JwALXKGMqHpvUiA,VTV24,Personal,Mô hình đào tạo đại học trực tuyến | VTV24,199,6890000,24639,2018-09-21T07:33:33Z,1M48S,0
KW3G4ioQxlM,https://www.youtube.com/watch?v=KW3G4ioQxlM,UCtt5skvCp8B5oxuVY4FLExg,Đại học Kinh tế Quốc dân - Hệ đào tạo từ xa,Personal,Vừa học vừa làm - Học đại học trực tuyên NTN?,61,392,6149,2023-05-12T04:31:19Z,3M52S,4
uePNm-vVGcA,https://www.youtube.com/watch?v=uePNm-vVGcA,UCa4QStsKEIVcOKkL3phepag,ĐẠI HỌC TỪ XA HNMU,Personal,Học đại học phải lên giảng đường❌Học đai học Online 100% ✅,11,15,1330,2025-10-10T09:49:39Z,15S,0
p5pMWS7LOkk,https://www.youtube.com/watch?v=p5pMWS7LOkk,UC-Z25JX1-DJPuJer3ahRcgQ,HadesLoki,Personal,Tâm Lí Học - GG Meet - Buổi 2     19-04-2022,14,103,5503,2022-07-01T14:23:20Z,2H31M11S,1
-KpT4yy8A9I,https://www.youtube.com/watch?v=-KpT4yy8A9I,UCjAsFYYYFt9OZ1xHFFvhDBQ,Go With Mai,Personal,Học ONLINE sao cho hiệu quả? | Tâm sự của cựu thủ khoa Đại Học Ngoại Thương | Go With Mai,2149,133000,40019,2021-08-08T11:00:01Z,17M37S,110
59tLAwzZ2qw,https://www.youtube.com/watch?v=59tLAwzZ2qw,UCnhjjBckEdbz9ykVroC1LlQ,Nguyễn Đức Nhật,Personal,ÔN TẬP TIẾNG ANH B1 BUỔI 1 - ĐẠI HỌC NGOẠI NGỮ,447,744,24984,2022-04-05T16:25:54Z,2H19M25S,14
RuAPSQ8aqdE,https://www.youtube.com/watch?v=RuAPSQ8aqdE,UCfUbRhr13XdumUFsFg9iMfA,KIẾN THỨC THÚ VỊ Official,Organization,Có nên học đại học không? Sai lầm 1 đời người,4200,2710000,159467,2024-04-27T10:00:22Z,9M57S,440
c9YoBxQi9u8,https://www.youtube.com/watch?v=c9YoBxQi9u8,UCWkj15CO56klWj9LvkiDglg,Con Chào Mào,Personal,Triết học Online Buổi 1 Part 1,63,3630,11703,2021-02-01T01:29:43Z,46M23S,14
PNg4KX4KflQ,https://www.youtube.com/watch?v=PNg4KX4KflQ,UCOROzJ4IJKDxa0O-PyR_EEg,Câu Hỏi Của Vivian,Personal,Trở thành top 1% của lớp | Tư duy và mẹo học bài của mình để đạt 4.0 GPA,12555,28500,164635,2025-05-06T12:00:45Z,8M27S,119
QZKjp6IYi4E,https://www.youtube.com/watch?v=QZKjp6IYi4E,UCkgjUHB8sdWbmdp39swMrTg,Web5ngay,Personal,Kinh Nghiệm Tự Học Thành Công - Tri Kỷ Cảm Xúc Web5ngay,11009,4260000,260319,2022-02-15T12:00:16Z,22M5S,293
XcqDZ54rj0M,https://www.youtube.com/watch?v=XcqDZ54rj0M,UCUldxZ9ngHX2RJ8wk_zWrAw,Hanka Education,Personal,Khóa học tiếng Anh trực tuyến trên nền tảng ZOOM,1549,15700,223559,2021-08-18T04:29:55Z,32M22S,73
gZg7Neac3_4,https://www.youtube.com/watch?v=gZg7Neac3_4,UCWxe6SBN7cG-iyo9CNtuFtg,Trong N Nguyen,Personal,Tại sao học phí bằng đại học online và chính quy lại ngang nhau? @bocphottaichinh,3020,78200,81838,2024-02-19T16:36:49Z,57S,133
guGYcg8OaLU,https://www.youtube.com/watch?v=guGYcg8OaLU,UCB0hdM1BZ7Pi4piA6FMamsg,Kiệt Hà Tịnh,Personal,KHI HỌC ONLINE QUÊN TẮT MIC | KIỆT HÀ TỊNH #shorts,351548,2080000,5061872,2021-12-28T10:27:21Z,25S,748
YKcHSvWSDWY,https://www.youtube.com/watch?v=YKcHSvWSDWY,UCbzSOAh0ywEc7UDqLclGSxw,Đỗ Duy Hiếu,Personal,Cái kết khi học Online quên tắt mic | Tiktok hài #shorts,339951,1560000,6499522,2021-12-31T12:22:26Z,14S,1237
qP6xtTXl7Ls,https://www.youtube.com/watch?v=qP6xtTXl7Ls,UCabsTV34JwALXKGMqHpvUiA,VTV24,Personal,"Hải Dương: Nhiều người ""dính bẫy"" học trực tuyến | VTV24",630,6890000,73416,2018-08-13T10:36:53Z,2M1S,0
bG45cHwFcQY,https://www.youtube.com/watch?v=bG45cHwFcQY,UC2gJ3swiRweQvPnK706J6Qg,Đại học online - Học đại học từ xa,Personal,HỌC ĐẠI HỌC ONLINE LẤY BẰNG CỬ NHÂN CHO NGƯỜI ĐI LÀM,4,8,2125,2025-08-12T03:56:31Z,7S,0
7YEqfUufeog,https://www.youtube.com/watch?v=7YEqfUufeog,UCE2rK5CQh40bpGdf6QfGXGQ,HOVY IUH,Personal,💥 Học Online trên Zoom 5/3 Bài giảng Tài chính công | HOVY IUH Trường Đại học Công nghiệp TP.HCM,65,3640,5410,2021-03-06T05:00:05Z,1H1M54S,2
kZAwMKSyW80,https://www.youtube.com/watch?v=kZAwMKSyW80,UCCu4GEbrblucyjVa5xK5-9g,Cyber Uni,Personal,3 điều mà bạn lầm tưởng về Đại học từ xa,13,38,1371,2024-10-15T03:20:52Z,47S,1
E7sJ0PBTeII,https://www.youtube.com/watch?v=E7sJ0PBTeII,UCbzSOAh0ywEc7UDqLclGSxw,Đỗ Duy Hiếu,Personal,Khi tôi bị Kiểm Tra bài thì Thời Tới | Học Online Hài| TikTok hot #shorts  #tiktok,61205,1560000,1025797,2021-11-11T11:36:15Z,16S,475
nzW2xbMiLHM,https://www.youtube.com/watch?v=nzW2xbMiLHM,UCLfZhl8uJXAK2wtA4_IbEMA,Đại học FPT Hà Nội,Personal,MUÔN KIỂU ÉO LE KHI HỌC ONLINE - [ĐH FPT Hà Nội],109820,33200,9485115,2020-04-25T06:59:36Z,2M47S,0
12i262nZpxo,https://www.youtube.com/watch?v=12i262nZpxo,UCzTYC6ziPmiJUMex4AVBU0Q,Thầy Quyết Hướng Nghiệp,Personal,Có nên học Đại học hệ Vừa học vừa làm?,78,2920,4192,2025-07-11T07:04:47Z,2M20S,3
2nWHEGlOkxY,https://www.youtube.com/watch?v=2nWHEGlOkxY,UCsloOd-npd-Jijs3sIGar2Q,Trường Lê,Personal,Học online luyện thi vẽ mỹ thuật khối V MIỄN PHÍ  #truongleve #luyenthivekhoiv #hockhoivmienphi,443,48000,8816,2025-02-11T12:59:04Z,22S,6
AGwHT797RmY,https://www.youtube.com/watch?v=AGwHT797RmY,UCQj1CZKmhdP0YEKn6Lg7XVg,Bí quyết đỗ Đại Học,Personal,Có nên đăng kí khóa học online không? | biquyetdodaihoc #shorts,20,152000,1574,2025-09-28T12:30:06Z,45S,2
vjUjSc5LG3w,https://www.youtube.com/watch?v=vjUjSc5LG3w,UCCv9Vriz2tOkRXHODaFZI9Q,Giáo Dục Trực Tuyến EduOn,Personal,3 Lầm Tưởng Của Mọi Người Về Đại Học Từ Xa? - Giáo Dục Trực Tuyến EduOn,94,80,6320,2023-05-18T08:48:01Z,43S,0
fyE3O1RDXok,https://www.youtube.com/watch?v=fyE3O1RDXok,UCYYZ6k9B70YW1nP-qAJ8A-w,Huy Dao,Personal,"Có Nên Học Ngành Ngôn Ngữ Tiếng Anh, Trung, Pháp ... #shorts",5078,368000,151351,2022-07-30T04:38:30Z,32S,495
qzfkO61k8pY,https://www.youtube.com/watch?v=qzfkO61k8pY,UCwqB_XIemjZ5d7C0RjGxD3Q,Lê Văn Giỏi,Personal,Lưu ý trước khi học ngôn ngữ Anh hệ đào tạo online,70,2090,9477,2022-04-18T04:14:46Z,1M6S,48
pUswFQP5xrA,https://www.youtube.com/watch?v=pUswFQP5xrA,UC298LIno-TlPWa12D1fSbxw,Minh Khoa Shorts,Personal,Các Kiểu Điểm Danh Khi Học Online | Minh Khoa #Shorts,144935,1510000,4370817,2022-03-05T09:00:23Z,29S,0
wpPRWCKba64,https://www.youtube.com/watch?v=wpPRWCKba64,UCmeACgf1NkWm7NQ3RJGRyGw,Nguyễn Hữu Trí,Personal,"Top 5 ĐẠI HỌC ""VÔ DỤNG"" nhất??? | Nguyễn Hữu Trí",18246,1040000,788270,2023-03-27T13:37:03Z,15M51S,1065
1pJCCMtL6G4,https://www.youtube.com/watch?v=1pJCCMtL6G4,UCjZqkflJzz8esp39oGPaFQg,HOCMAI THPT,Personal,Hướng dẫn học online tại Hocmai.vn,150,384000,76147,2014-08-18T02:12:34Z,3M57S,10
O8E2fzNLoVk,https://www.youtube.com/watch?v=O8E2fzNLoVk,UCjSFBpBDZB8-XWcwXIH20FQ,Truyền hình Tây Ninh,Personal,Trường đại học được công nhận kết quả học online | CÀ PHÊ KHÔNG ĐƯỜNG | TayNinhTV,2,281000,500,2020-04-01T23:00:06Z,2M56S,0
Bo_uwmn-ssQ,https://www.youtube.com/watch?v=Bo_uwmn-ssQ,UC298LIno-TlPWa12D1fSbxw,Minh Khoa Shorts,Personal,Khi Các Thánh Học Online Quên Tắt Mic | Minh Khoa #Shorts,266786,1510000,6849148,2022-03-08T09:00:04Z,59S,0
9vInsybLskU,https://www.youtube.com/watch?v=9vInsybLskU,UCYYZ6k9B70YW1nP-qAJ8A-w,Huy Dao,Personal,"Ngành Logistics và Chuỗi Cung Ứng, Có Nên Học Đại Học? #shorts",4988,368000,126859,2022-07-27T04:28:40Z,54S,112
NupFPsKizdM,https://www.youtube.com/watch?v=NupFPsKizdM,UCxJ20Q1wx0VGrED-vMhbF1A,Đại học từ xa,Personal,Ưu điểm và cơ hội của hệ đào tạo từ xa - chương trình đào tạo cử nhân trực tuyến,45,594,3211,2024-01-17T09:00:31Z,2M59S,20
BrUp7s9DuEA,https://www.youtube.com/watch?v=BrUp7s9DuEA,UCB0hdM1BZ7Pi4piA6FMamsg,Kiệt Hà Tịnh,Personal,NGÀY ĐẦU HỌC TRÊN LỚP SAU CHUỖI NGÀY HỌC ONLINE | KIỆT HÀ TỊNH #shorts,447220,2080000,7895909,2022-04-06T12:08:54Z,37S,815
ZV4rkF4D_As,https://www.youtube.com/watch?v=ZV4rkF4D_As,UCu_0QQdnHQDKeahkGap_Vgw,Mahnameiz Béo,Personal,Vlog 3: Ngày đầu học đại học online của du học sinh (và còn nữa)!!,21,101,180,2021-09-11T15:00:30Z,9M18S,8
i4mQwsWLaFw,https://www.youtube.com/watch?v=i4mQwsWLaFw,UCvDR-4bWCIBa2K8biU1evJg,BVU - Đại học Bà Rịa Vũng Tàu,Personal,#04 Bí kíp nhập học online đơn giản tại BVU | TÁM MÙA DỊCH,7,806,115,2021-09-06T03:00:11Z,32M21S,10
VeTwQMz1KU4,https://www.youtube.com/watch?v=VeTwQMz1KU4,UCS1n-bPyQmcNmOcHG9U5Eow,Anh Money 💰,Personal,Hồi dịch Covid học online kiểu :)) #haihuoc #hocsinh #anhmoney #hai #shorts #giaitri di hoc,5196,1120000,150819,2024-10-31T10:59:19Z,59S,24
j4MBTuteiqQ,https://www.youtube.com/watch?v=j4MBTuteiqQ,UCTjWf2UK8bbNeRw4pqew4xg,Trường Đại học Đại Nam,Personal,[VTV] Thầy trò Đại học Đại Nam sẽ dạy và học online như thế nào?,0,68800,217,2022-03-17T09:25:53Z,2M47S,0
z8I2PuHc6X4,https://www.youtube.com/watch?v=z8I2PuHc6X4,UCNoZqw4u2Py-8Iw0jWqZe3w,Lioleo Shorts,Personal,Học online với Lớp Học SIQI #lioleo #shorts,32617,1110000,706276,2021-08-25T09:00:19Z,59S,173
TxGIa-N4fvs,https://www.youtube.com/watch?v=TxGIa-N4fvs,UCjSFBpBDZB8-XWcwXIH20FQ,Truyền hình Tây Ninh,Personal,Học online trong mùa dịch Covid-19 | GIÁO DỤC VÀ ĐÀO TẠO |TayNinhTV,3,281000,383,2020-04-08T03:18:24Z,9M36S,0
EPFnxRrWe1A,https://www.youtube.com/watch?v=EPFnxRrWe1A,UCyLaXintfpe_p2Iwgvdlhvw,Đại học Đông Á,Personal,"Chào ngày mới DaNangTV: Đại học Đông Á triển khai học online, phản ứng nhanh trước dịch nCoV",13,3720,1583,2020-02-10T07:26:02Z,3M54S,2
_zKnW9O4K0c,https://www.youtube.com/watch?v=_zKnW9O4K0c,UCtMN392ytXnDFJYwFXDZPcw,dtuTV,Personal,[INFOGRAPHIC] Học tập Online ở Đại học Duy Tân,10,3830,960,2021-07-26T10:35:25Z,2M1S,2
ai5b3J1M9jQ,https://www.youtube.com/watch?v=ai5b3J1M9jQ,UCp6malg8pKUElnW2zTIlkZA,congnghecaodongan,Personal,HƯỚNG DẪN NHẬP HỌC ONLINE - Tin tuyển sinh trường cao đẳng DAP - Nhập học trực tiếp tại nhà,4,775,266,2021-07-17T02:45:27Z,1M25S,0
